official_title,study_first_posted_date,verification_date,start_date,start_month_year,nct_id,phase,last_known_status,study_type,enrollment,overall_status,facilitiesCount,multisite,funding,fundingComb,intervention_comb,interventionType,interventionTypeCombined,were_results_reported,pubCount,pubCountBool,diverse,diverseGroup,yearStart,numMissing,interventionDrugNonDrug,industryNonIndustry,raceSpecific
Personal Mobile and Contextual Precision Health,11/22/2017,3/31/2019,11/6/2017,6-Nov-17,NCT03349918,Not Applicable,NA,Interventional,164,Completed,1,FALSE,Other,Other,Behavioral,Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Effects of Combined Diet & Exercise Intervention on Cardiovascular Risk Factors in Volunteer Firefighters & Non-Firefighters,11/17/2017,12/31/2018,11/25/2018,25-Nov-18,NCT03344198,Not Applicable,NA,Interventional,125,Recruiting,1,FALSE,Other,Other,Behavioral,Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Timing of Antihypertensive Medications on Key Outcomes in Hemodialysis,11/1/2017,9/30/2019,7/16/2018,16-Jul-18,NCT03327909,Not Applicable,NA,Interventional,500,Enrolling by invitation,2,TRUE,Other,Other,Behavioral,Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
ACtivity Trackers to ImproVe Blood Pressure: a Pilot Study,10/30/2017,12/31/2019,6/1/2017,1-Jun-17,NCT03325426,Not Applicable,NA,Interventional,75,Recruiting,1,FALSE,Other,Other,Device,Device,Device,FALSE,15,TRUE,Non-race specific,Non-race specific,2017,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Take a Deep Breath: Randomized Controlled Trial of the Effects of Breathing Exercises on Blood Pressure,10/25/2017,10/31/2017,8/1/2016,1-Aug-16,NCT03320577,Not Applicable,NA,Interventional,103,Completed,1,FALSE,Other,Other,"Behavioral, Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"Changes in Peripapillary Blood Flow After Use of Anti-glaucoma Medications: A Prospective, Quantitative OCT Angiography Study",10/26/2017,7/31/2019,7/10/2017,10-Jul-17,NCT03323164,Phase 4,NA,Interventional,31,"Active, not recruiting",1,FALSE,Industry,Industry,"Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Drug Intervention,Industry Sponsor,Non-Race Specific
A Pilot Study: Treating Nocturnal Hypertension and Nocturia in African American Men,10/24/2017,1/31/2020,10/25/2017,25-Oct-17,NCT03319823,Phase 4,NA,Interventional,20,"Active, not recruiting",1,FALSE,Other,Other,"Drug, Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,African American,Race-specific,2017,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Effect of Reducing Sedentary Behavior on Blood Pressure,10/11/2017,11/30/2019,1/3/2018,3-Jan-18,NCT03307343,Not Applicable,NA,Interventional,300,Recruiting,1,FALSE,NIH,Public,Behavioral,Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
24-hour Blood Pressure Measurements and Ischemic Conditioning,10/6/2017,10/31/2018,9/12/2017,12-Sep-17,NCT03303404,Not Applicable,NA,Interventional,30,Completed,1,FALSE,Other,Other,Device,Device,Device,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Using Intradialytic Systolic Blood Pressure Slopes to Guide Ultrafiltration in Hemodialysis Patients: A Validation Study and Clinical Trial,10/6/2017,9/30/2019,11/1/2017,1-Nov-17,NCT03303391,Not Applicable,NA,Interventional,74,Recruiting,1,FALSE,Other,Other,Other,other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Ultrafiltration Profiling and Outcomes Among Individuals on Maintenance Hemodialysis,10/4/2017,1/31/2019,3/12/2018,12-Mar-18,NCT03301740,Not Applicable,NA,Interventional,34,Completed,2,TRUE,NIH,Public,"Other, Other",other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Postpartum Management of Hypertension in Pregnancy With Hydrochlorothiazide: a Randomized Clinical Trial,10/2/2017,1/31/2019,11/21/2017,21-Nov-17,NCT03298802,Phase 3,NA,Interventional,612,Recruiting,2,TRUE,Other,Other,"Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
ACES - ACE Inhibitors Combined With Exercise for Seniors With Hypertension,9/28/2017,11/30/2019,5/29/2018,29-May-18,NCT03295734,Phase 2,NA,Interventional,213,Recruiting,3,TRUE,Other,Other,"Behavioral, Drug, Drug, Drug",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Virtual Hypertension Management Pilot: Randomized Evaluation of Electronic Health Record-connected Blood Pressure Cuffs in a Clinical Pharmacist Panel.,9/25/2017,9/30/2019,7/26/2017,26-Jul-17,NCT03291535,Not Applicable,NA,Interventional,96,Recruiting,2,TRUE,Other,Other,"Other, Other",other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Improving Hypertension Using a Smartphone-Enabled Personal Control Program: The Smart Hypertension Control Study,9/19/2017,9/30/2019,9/21/2017,21-Sep-17,NCT03288142,Not Applicable,NA,Interventional,333,"Active, not recruiting",1,FALSE,Industry,Industry,Other,other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Industry Sponsor,Non-Race Specific
Effect of Lasmiditan on Heart Rate and Blood Pressure in Healthy Subjects Receiving Oral Doses of Propranolol,9/1/2017,12/31/2019,8/31/2017,31-Aug-17,NCT03270644,Phase 1,NA,Interventional,44,Completed,1,FALSE,Industry,Industry,"Drug, Drug",Drug,Pharmaceutical,TRUE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Drug Intervention,Industry Sponsor,Non-Race Specific
Inspiratory Muscle Strength Training to Improve Blood Pressure and Physiological Function,8/30/2017,5/31/2019,11/25/2017,25-Nov-17,NCT03266510,Not Applicable,NA,Interventional,46,Recruiting,1,FALSE,Other,Other,"Other, Other",other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Mindfulness-Based Blood Pressure Reduction: Stage 2a Randomized Controlled Trial,8/22/2017,10/31/2017,6/13/2017,13-Jun-17,NCT03256890,Not Applicable,NA,Interventional,100,Recruiting,1,FALSE,NIH,Public,"Behavioral, Other",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
HELP-HY: Health Education and sLeep Program in HYpertension,8/21/2017,10/31/2019,4/19/2018,19-Apr-18,NCT03255746,Not Applicable,NA,Interventional,94,Recruiting,1,FALSE,NIH,Public,"Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Food Resource Equity and Sustainability for Health,8/16/2017,3/31/2019,8/22/2017,22-Aug-17,NCT03251950,Not Applicable,NA,Interventional,522,Completed,1,FALSE,NIH,Public,Behavioral,Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Influence of Mechanical Ventilation Mode on Arterial Pressure Variations- a Pilot Study,8/11/2017,8/31/2017,9/12/2016,12-Sep-16,NCT03246425,Not Applicable,Recruiting,Interventional,60,Unknown status,1,FALSE,Other,Other,"Other, Device",Device,Device,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Use of Impedance Cardiography to Decrease the Risk of Preeclampsia,8/10/2017,2/28/2019,4/24/2017,24-Apr-17,NCT03245970,Early Phase 1,NA,Interventional,400,Recruiting,1,FALSE,Other,Other,"Drug, Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Noninvasive Real-time Intracardiac Pressure Measurements Using Subharmonic Ultrasound,8/10/2017,7/31/2019,12/4/2017,4-Dec-17,NCT03245255,Phase 2,NA,Interventional,80,Recruiting,1,FALSE,Industry,Industry,Drug,Drug,Pharmaceutical,FALSE,10,TRUE,Non-race specific,Non-race specific,2017,1,Drug Intervention,Industry Sponsor,Non-Race Specific
"Noninvasive, Subharmonic Intra-Cardiac Pressure Measurement",8/9/2017,7/31/2019,6/1/2017,1-Jun-17,NCT03243942,Phase 2,NA,Interventional,56,Completed,1,FALSE,Industry,Industry,Drug,Drug,Pharmaceutical,FALSE,10,TRUE,Non-race specific,Non-race specific,2017,1,Drug Intervention,Industry Sponsor,Non-Race Specific
Preventing Hypertension and Sympathetic Overactivation by Targeting Phosphate,7/31/2017,4/30/2019,10/16/2017,16-Oct-17,NCT03234361,Not Applicable,NA,Interventional,114,Recruiting,3,TRUE,Other,Other,"Dietary Supplement, Dietary Supplement",other,other,FALSE,7,TRUE,Non-race specific,Non-race specific,2017,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"Effects of Chia Seed Consumption on Body Composition, Blood Pressure, Blood Glucose, Satiety, Diet Displacement, Joint Pain, Mood and Serotonin Levels in Young, Healthy, Overweight/Obese Females",7/31/2017,5/31/2018,5/20/2017,20-May-17,NCT03233906,Not Applicable,NA,Interventional,60,"Active, not recruiting",1,FALSE,Other,Other,Dietary Supplement,other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Effects of Diet on Pregnancy Outcome and Child Obesity,7/28/2017,11/30/2019,10/3/2017,3-Oct-17,NCT03232762,Not Applicable,NA,Interventional,303,Completed,1,FALSE,Other,Other,"Dietary Supplement, Dietary Supplement",other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Self-management of Blood Pressure Medication for Hypertensive Veterans,7/21/2017,10/31/2019,2/21/2018,21-Feb-18,NCT03224624,Not Applicable,NA,Interventional,400,Recruiting,2,TRUE,U.S. Fed,Public,Other,other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Stress Management to Support Women's Health,7/21/2017,8/31/2019,5/7/2018,7-May-18,NCT03223545,Not Applicable,NA,Interventional,132,Recruiting,1,FALSE,Other,Other,"Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Mechanisms of Refractory Hypertension (Reserpine),7/21/2017,6/30/2019,7/23/2015,23-Jul-15,NCT03223272,Phase 2,NA,Interventional,100,Recruiting,1,FALSE,Other,Other,Drug,Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Non-invasive Versus Invasive Blood Pressure Measurement in the Morbidly Obese Parturient (BMI >= 40 kg/m2) With Severe Preeclampsia: A Comparison of Direct Arterial Blood Pressure Measurements With Readings Obtained Using Either Large Cylindrical or Novel Conical Bariatric Upper Arm Blood Pressure Cuffs,7/19/2017,12/31/2019,5/1/2015,1-May-15,NCT03222414,Not Applicable,NA,Interventional,3,Terminated,1,FALSE,Other,Other,"Device, Device, Other",Device,Device,TRUE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
DASH Cloud: Using Digital Health to Improve Adherence to the DASH Diet Among Women at Risk for Cardiovascular Disease,7/12/2017,3/31/2018,7/21/2017,21-Jul-17,NCT03215472,Not Applicable,NA,Interventional,59,Completed,1,FALSE,Other,Other,"Other, Other",other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Fit After Baby: A Randomized Controlled Trial of a Mobile Health Intervention to Increase Postpartum Weight Loss in Women at Increased Risk for Cardiometabolic Disease,7/12/2017,1/31/2020,9/1/2017,1-Sep-17,NCT03215173,Not Applicable,NA,Interventional,120,Recruiting,1,FALSE,Other,Other,"Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Assessment of the Clinical Efficacy of a Non-Invasive Measurement of Intracranial Pressure by Magnetic Resonance Phase Contrast Imaging,7/11/2017,10/31/2019,10/26/2017,26-Oct-17,NCT03212976,Not Applicable,NA,Interventional,30,Recruiting,2,TRUE,Other,Other,Procedure,Procedure,Procedure,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
HealthMatters@24/7 Asynchronous Health Promotion eLearning for People Supporting Adults With Intellectual and Developmental Disabilities,7/2/2017,10/31/2019,6/1/2017,1-Jun-17,NCT03206164,Not Applicable,NA,Interventional,60,"Active, not recruiting",1,FALSE,Other,Other,Other,other,other,FALSE,9,TRUE,Non-race specific,Non-race specific,2017,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Lu-177-DOTATATE (Lutathera) in Therapy of Inoperable Pheochromocytoma/ Paraganglioma,7/2/2017,1/8/2020,10/10/2017,10-Oct-17,NCT03206060,Phase 2,NA,Interventional,90,Recruiting,1,FALSE,NIH,Public,"Drug, Drug, Drug, Drug",Drug,Pharmaceutical,FALSE,3,TRUE,Non-race specific,Non-race specific,2017,1,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"A Phase 2, Open-Label, Dose-Titrating Safety and Efficacy Study of QGC001 Administered Orally, Twice Daily, Over 8 Weeks in Hypertensive Overweight Subjects of Multiple Ethnic and Racial Groups in the United States",6/26/2017,12/31/2018,10/13/2017,13-Oct-17,NCT03198793,Phase 2,NA,Interventional,256,Completed,1,FALSE,Industry,Industry,Drug,Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Drug Intervention,Industry Sponsor,Non-Race Specific
Impact of Energy Drink Brands on Heart Rhythm in Healthy Volunteers: A Randomized Controlled Trial,6/23/2017,12/31/2018,7/1/2017,1-Jul-17,NCT03196908,Not Applicable,NA,Interventional,40,Completed,1,FALSE,Other,Other,"Dietary Supplement, Dietary Supplement, Other",other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Perioperative Clinical Utilization of Somatic Tissue Oxygen Saturation Monitoring in Pregnant Women,6/22/2017,7/31/2019,10/1/2018,1-Oct-18,NCT03196141,Not Applicable,NA,Interventional,0,Withdrawn,1,FALSE,Other,Other,Diagnostic Test,other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Remote Surveillance of Postpartum Hypertension,6/14/2017,3/31/2019,8/22/2016,22-Aug-16,NCT03185455,Not Applicable,NA,Interventional,206,Completed,1,FALSE,Other,Other,Other,other,other,TRUE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"A Prospective, Randomized, Open-Label, 13 to 14-week Study of the Efficacy and Safety of Valsartan and Nebivolol/Valsartan in Hypertensive Subjects With Left Ventricular Hypertrophy (LVH)",6/8/2017,4/30/2018,2/7/2017,7-Feb-17,NCT03180593,Phase 4,NA,Interventional,30,Completed,1,FALSE,Industry,Industry,Drug,Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Drug Intervention,Industry Sponsor,Non-Race Specific
Peripheral Vascular Effects of Sulfhydryl-containing Antihypertensive Pharmacotherapy on Microvascular Function and Vessel Remodeling in Hypertensive Humans,6/7/2017,10/31/2019,7/20/2016,20-Jul-16,NCT03179163,Phase 1/Phase 2,NA,Interventional,70,Recruiting,1,FALSE,NIH,Public,"Drug, Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"Effects and Mechanisms of Melatonin on Blood Pressure, Insulin Resistance, and Platelets",6/6/2017,6/30/2017,12/7/2015,7-Dec-15,NCT03178396,Not Applicable,NA,Interventional,31,Completed,1,FALSE,NIH,Public,Dietary Supplement,other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Randomized Controlled Trial of Nitric-oxide Donor (NOD) Isosorbide Mononitrate (IMN) Versus Placebo for Induction of Labor in Pregnancies Complicated by Preeclampsia,5/31/2017,4/30/2018,10/30/2017,30-Oct-17,NCT03171480,Not Applicable,NA,Interventional,400,Recruiting,1,FALSE,Other,Other,Drug,Drug,Pharmaceutical,FALSE,6,TRUE,Non-race specific,Non-race specific,2017,1,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Dietary Prevention of Heart Failure in Hypertensive Metabolic Syndrome,5/31/2017,11/30/2019,1/2/2019,2-Jan-19,NCT03170375,Not Applicable,NA,Interventional,130,Recruiting,1,FALSE,U.S. Fed,Public,"Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Smartphone Delivered Meditation for BP Control Among Prehypertensives,5/30/2017,1/31/2020,10/1/2016,1-Oct-16,NCT03168789,Not Applicable,NA,Interventional,80,Completed,1,FALSE,Other,Other,"Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"Positive Predictive Value of Digital Ankle Brachial Index (ABI) as a Screening Tool in Detecting Peripheral Arterial Disease: A Single Center, Prospective Clinical Trial",5/19/2017,11/30/2018,7/15/2017,15-Jul-17,NCT03161327,Not Applicable,NA,Interventional,238,Completed,1,FALSE,Other,Other,Device,Device,Device,TRUE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
The MyHEART Study: A Young Adult Hypertension Self-Management Randomized Controlled Trial,5/17/2017,8/31/2019,10/2/2017,2-Oct-17,NCT03158051,Not Applicable,NA,Interventional,310,Recruiting,2,TRUE,NIH,Public,"Behavioral, Behavioral",Behavioral,Behavioral,FALSE,1,TRUE,Non-race specific,Non-race specific,2017,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Heart Catheterization Using Magnetic Resonance Imaging (MRI) Fluoroscopy and Passive Guidewires,5/15/2017,10/3/2019,8/2/2017,2-Aug-17,NCT03152773,Phase 1/Phase 2,NA,Interventional,100,Recruiting,1,FALSE,NIH,Public,Procedure,Procedure,Procedure,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Dialysate Sodium Lowering Trial,5/9/2017,5/31/2019,4/26/2017,26-Apr-17,NCT03144817,Phase 2,NA,Interventional,44,Completed,1,FALSE,Industry,Industry,Other,other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Industry Sponsor,Non-Race Specific
Controlling Hypertension in Native American and Other Populations,5/1/2017,5/31/2019,4/11/2017,11-Apr-17,NCT03135405,Not Applicable,NA,Interventional,295,Completed,1,FALSE,NIH,Public,"Behavioral, Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"A 4-week Defined, Raw, Plant-based Diet Improves Anthropometric, Hemodynamic, and Other Cardiovascular Risk Factors",4/28/2017,5/31/2017,1/3/2017,3-Jan-17,NCT03134235,Not Applicable,NA,Interventional,33,Completed,1,FALSE,Other,Other,Other,other,other,FALSE,15,TRUE,Non-race specific,Non-race specific,2017,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Blood Pressure Checks for Diagnosing Hypertension (BP-CHECK),4/26/2017,4/30/2019,5/11/2017,11-May-17,NCT03130257,Not Applicable,NA,Interventional,510,"Active, not recruiting",1,FALSE,Other,Other,Diagnostic Test,other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"Oral Midodrine Hydrochloride in Early Sepsis: Randomized, Double Blind and Placebo-Controlled Feasibility Study",4/26/2017,10/31/2019,8/30/2017,30-Aug-17,NCT03129542,Phase 1,NA,Interventional,36,Recruiting,1,FALSE,Other,Other,"Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
A Two-Part Pharmacodynamic Study to Compare VentaProst (Epoprostenol Solution for Inhalation Via Custom Drug Delivery System) Dosing to Conventionally Administered Aerosolized Epoprostenol Dosing in Cardiac Surgery Patients,4/21/2017,5/31/2019,8/23/2017,23-Aug-17,NCT03122730,Phase 2,NA,Interventional,15,Completed,3,TRUE,Industry,Industry,Combination Product,other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Industry Sponsor,Non-Race Specific
Should Ambulatory Surgery and Day of Surgery Admission Patients Discontinue Angiotensin Converting Enzyme Inhibitors (ACEI's) and Angiotension Receptor Blockers (ARB's) Preoperatively?,4/19/2017,4/30/2017,5/16/2012,16-May-12,NCT03121092,Not Applicable,NA,Interventional,188,Terminated,1,FALSE,Other,Other,Drug,Drug,Pharmaceutical,FALSE,1,TRUE,Non-race specific,Non-race specific,2017,1,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Postexercise Central Blood Pressure and Hemodynamic Response After Continuous and Aerobic Interval Exercise,4/18/2017,10/31/2017,3/27/2017,27-Mar-17,NCT03118700,Not Applicable,NA,Interventional,5,Terminated,1,FALSE,Other,Other,"Other, Other",other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"Potatoes, Hypertension RIsk and Endothelial Function Study",4/17/2017,1/31/2019,2/15/2018,15-Feb-18,NCT03116919,Not Applicable,NA,Interventional,90,Recruiting,1,FALSE,Other,Other,"Other, Other",other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
The Feasibility of a Web-based Application to Monitor Home Blood Pressure,4/17/2017,11/30/2018,5/16/2017,16-May-17,NCT03116815,Not Applicable,NA,Interventional,20,"Active, not recruiting",1,FALSE,Other,Other,Other,other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
The Effects of Renin Inhibition on Fibrinolytic Balance and Endothelial Function,4/14/2017,7/31/2017,6/30/2009,Jun-09,NCT03115853,Phase 4,NA,Interventional,31,Completed,1,FALSE,Other,Other,"Drug, Drug, Drug, Drug",Drug,Pharmaceutical,TRUE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Remote Patient Monitoring- Telehealth for Management of Women With Postpartum Hypertension,4/12/2017,4/30/2019,4/1/2017,1-Apr-17,NCT03111095,Not Applicable,NA,Interventional,430,Completed,1,FALSE,Other,Other,Other,other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Anxiety-mediated Impairments in Large Elastic Artery Function and the Autonomic Nervous System,4/12/2017,2/28/2019,4/10/2017,10-Apr-17,NCT03109795,Phase 4,NA,Interventional,30,"Active, not recruiting",1,FALSE,Other,Other,"Drug, Drug",Drug,Pharmaceutical,FALSE,64,TRUE,Non-race specific,Non-race specific,2017,1,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Use of Impedance Cardiography to Decrease the Risk of Preeclampsia in Obese Patients,4/10/2017,2/28/2019,4/4/2017,4-Apr-17,NCT03105661,Early Phase 1,NA,Interventional,400,Recruiting,1,FALSE,Other,Other,"Drug, Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Communicating Health Information and Improving Coordination With Primary Care - an Ancillary Study of the Childhood Cancer Survivor Study,4/7/2017,4/30/2019,3/1/2017,1-Mar-17,NCT03104543,Not Applicable,NA,Interventional,650,Enrolling by invitation,1,FALSE,NIH,Public,"Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Location-based Tailored Messaging to Reduce Sodium Intake in Hypertensive Patients,4/4/2017,6/30/2019,9/21/2017,21-Sep-17,NCT03099343,Not Applicable,NA,Interventional,50,Completed,1,FALSE,U.S. Fed,Public,Behavioral,Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Evaluating Raised Intracranial Pressure Using MR Elastography,3/30/2017,5/31/2019,1/10/2017,10-Jan-17,NCT03096743,Not Applicable,NA,Interventional,100,Recruiting,1,FALSE,Other,Other,"Radiation, Radiation, Procedure, Other, Radiation",Procedure,Procedure,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"A Phase 2 Study to Compare the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of 2 Dose Regimens of IW-1973 in Patients With Stable Type 2 Diabetes and Hypertension",3/27/2017,4/30/2019,2/28/2017,28-Feb-17,NCT03091920,Phase 2,NA,Interventional,26,Completed,1,FALSE,Industry,Industry,"Drug, Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Drug Intervention,Industry Sponsor,Non-Race Specific
"Particulate Matter, Blood Pressure, and the Sympathetic Nervous System: Impact of Near-roadway Exposures and N-95 Facemasks",3/15/2017,4/30/2019,4/7/2017,7-Apr-17,NCT03079843,Not Applicable,NA,Interventional,50,Completed,1,FALSE,Other,Other,"Other, Other",other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
The Acute Effect of Egg-Based High Protein Meal on Hypertensive Response to Exercise,3/8/2017,1/31/2018,1/1/2017,1-Jan-17,NCT03073252,Not Applicable,NA,Interventional,31,Completed,1,FALSE,Other,Other,"Other, Other",other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
